ERR2204265	532692085	bam	illumina
ERR3316087	545601745	bam	illumina
ERR3316123	492689397	bam	illumina
ERR3316169	487761785	bam	illumina
ERR3316171	496418049	bam	illumina
ERR3332430	555627070	bam	illumina
ERR3332502	518474821	bam	illumina
ERR4162187	525990112	bam	illumina
ERR4183335	565941656	bam	illumina
ERR4183370	486129885	bam	illumina
ERR4183411	535187031	bam	illumina
SRR11773636	571531886	bam	illumina
SRR16708361	379398249	bam	illumina
SRR22566726	457479897	bam	illumina
SRR22566727	460553747	bam	illumina
SRR25655883	303447677	bam	illumina
SRR25655945	304190294	bam	illumina
SRR25728151	288906711	bam	illumina
SRR25739586	266103417	bam	illumina
SRR25740020	288248387	bam	illumina
SRR25740145	302048907	bam	illumina
SRR25740398	299304254	bam	illumina
SRR25741884	304491542	bam	illumina
SRR25741982	296894072	bam	illumina
SRR25745629	286500837	bam	illumina
SRR25745708	305630035	bam	illumina
SRR25746014	274057946	bam	illumina
SRR25746037	270876519	bam	illumina
SRR25747816	285101081	bam	illumina
SRR25748129	304238446	bam	illumina
SRR25748453	307379472	bam	illumina
SRR25748633	299073138	bam	illumina
SRR25750764	302174956	bam	illumina
SRR27847756	295370531	bam	illumina
SRR28395638	306546781	bam	illumina
SRR28415499	303777949	bam	illumina
SRR6691953	595035794	bam	illumina
ERR2204265	404705277	cram	illumina
ERR3316087	421421919	cram	illumina
ERR3316123	384767931	cram	illumina
ERR3316169	378321484	cram	illumina
ERR3316171	384080469	cram	illumina
ERR3332430	425735769	cram	illumina
ERR3332502	407294032	cram	illumina
ERR4162187	410710290	cram	illumina
ERR4183335	443515331	cram	illumina
ERR4183370	388243112	cram	illumina
ERR4183411	406149120	cram	illumina
SRR11773636	425993183	cram	illumina
SRR16708361	309333874	cram	illumina
SRR22566726	345013833	cram	illumina
SRR22566727	346839277	cram	illumina
SRR25655883	263106316	cram	illumina
SRR25655945	265941026	cram	illumina
SRR25728151	261838113	cram	illumina
SRR25739586	244636652	cram	illumina
SRR25740020	261921827	cram	illumina
SRR25740145	266599752	cram	illumina
SRR25740398	263444933	cram	illumina
SRR25741884	265746986	cram	illumina
SRR25741982	264654919	cram	illumina
SRR25745629	262958796	cram	illumina
SRR25745708	266488257	cram	illumina
SRR25746014	247676039	cram	illumina
SRR25746037	244555576	cram	illumina
SRR25747816	262332042	cram	illumina
SRR25748129	264673873	cram	illumina
SRR25748453	266234116	cram	illumina
SRR25748633	263232529	cram	illumina
SRR25750764	265289440	cram	illumina
SRR27847756	261159747	cram	illumina
SRR28395638	266930942	cram	illumina
SRR28415499	266194856	cram	illumina
SRR6691953	444655750	cram	illumina
ERR2204265	1145523225	fasta	illumina
ERR3316087	1145715077	fasta	illumina
ERR3316123	1145324508	fasta	illumina
ERR3316169	1145502059	fasta	illumina
ERR3316171	1146305536	fasta	illumina
ERR3332430	1145359626	fasta	illumina
ERR3332502	1144377451	fasta	illumina
ERR4162187	1147662810	fasta	illumina
ERR4183335	1144712397	fasta	illumina
ERR4183370	1145276889	fasta	illumina
ERR4183411	1145529620	fasta	illumina
ERR2204265	329786855	fasta.gz	illumina
ERR3316087	301485183	fasta.gz	illumina
ERR3316123	308594598	fasta.gz	illumina
ERR3316169	324789421	fasta.gz	illumina
ERR3316171	325046248	fasta.gz	illumina
ERR3332430	324802948	fasta.gz	illumina
ERR3332502	311554122	fasta.gz	illumina
ERR4162187	314612478	fasta.gz	illumina
ERR4183335	292972100	fasta.gz	illumina
ERR4183370	301177458	fasta.gz	illumina
ERR4183411	331383040	fasta.gz	illumina
SRR11773636	338651974	fasta.gz	illumina
SRR16708361	315019142	fasta.gz	illumina
SRR22566726	327332320	fasta.gz	illumina
SRR22566727	328369598	fasta.gz	illumina
SRR25655883	331090287	fasta.gz	illumina
SRR25655945	332080371	fasta.gz	illumina
SRR25728151	317367608	fasta.gz	illumina
SRR25739586	289758876	fasta.gz	illumina
SRR25740020	316681413	fasta.gz	illumina
SRR25740145	332818245	fasta.gz	illumina
SRR25740398	323550282	fasta.gz	illumina
SRR25741884	331128874	fasta.gz	illumina
SRR25741982	320194943	fasta.gz	illumina
SRR25745629	308502654	fasta.gz	illumina
SRR25745708	333378412	fasta.gz	illumina
SRR25746014	293408593	fasta.gz	illumina
SRR25746037	289192251	fasta.gz	illumina
SRR25747816	311760117	fasta.gz	illumina
SRR25748129	330583593	fasta.gz	illumina
SRR25748453	336476247	fasta.gz	illumina
SRR25748633	326203957	fasta.gz	illumina
SRR25750764	329805550	fasta.gz	illumina
SRR27847756	323095096	fasta.gz	illumina
SRR28395638	335225345	fasta.gz	illumina
SRR28415499	331962136	fasta.gz	illumina
SRR6691953	327780403	fasta.gz	illumina
SRR11773636	1157354980	fasta	illumina
SRR16708361	1151223529	fasta	illumina
SRR22566726	1151660113	fasta	illumina
SRR22566727	1153151603	fasta	illumina
SRR25655883	1153288469	fasta	illumina
SRR25655945	1157452744	fasta	illumina
SRR25728151	1149077231	fasta	illumina
SRR25739586	1148305559	fasta	illumina
SRR25740020	1149581694	fasta	illumina
SRR25740145	1152591792	fasta	illumina
SRR25740398	1157177927	fasta	illumina
SRR25741884	1158429325	fasta	illumina
SRR25741982	1157611562	fasta	illumina
SRR25745629	1153566536	fasta	illumina
SRR25745708	1159250417	fasta	illumina
SRR25746014	1151203178	fasta	illumina
SRR25746037	1150292540	fasta	illumina
SRR25747816	1155095261	fasta	illumina
SRR25748129	1158884057	fasta	illumina
SRR25748453	1158692467	fasta	illumina
SRR25748633	1139064282	fasta	illumina
SRR25750764	1155891003	fasta	illumina
SRR27847756	1149856765	fasta	illumina
SRR28395638	1158700389	fasta	illumina
SRR28415499	1157671392	fasta	illumina
SRR6691953	1145783747	fasta	illumina
ERR2204265	2165908745	fastq	illumina
ERR3316087	2166287091	fastq	illumina
ERR3316123	2165608850	fastq	illumina
ERR3316169	2165918071	fastq	illumina
ERR3316171	2166833506	fastq	illumina
ERR3332430	2165769478	fastq	illumina
ERR3332502	2164033011	fastq	illumina
ERR4162187	2167800698	fastq	illumina
ERR4183335	2164724467	fastq	illumina
ERR4183370	2165660561	fastq	illumina
ERR4183411	2165758984	fastq	illumina
ERR2204265	551629728	fastq.gz	illumina
ERR3316087	552107669	fastq.gz	illumina
ERR3316123	507834616	fastq.gz	illumina
ERR3316169	511673329	fastq.gz	illumina
ERR3316171	518943104	fastq.gz	illumina
ERR3332430	569518380	fastq.gz	illumina
ERR3332502	532483113	fastq.gz	illumina
ERR4162187	540367062	fastq.gz	illumina
ERR4183335	571042586	fastq.gz	illumina
ERR4183370	500359004	fastq.gz	illumina
ERR4183411	553431984	fastq.gz	illumina
SRR11773636	588641384	fastq.gz	illumina
SRR16708361	417973570	fastq.gz	illumina
SRR22566726	490877365	fastq.gz	illumina
SRR22566727	493584475	fastq.gz	illumina
SRR25655883	350508476	fastq.gz	illumina
SRR25655945	351388940	fastq.gz	illumina
SRR25728151	336226737	fastq.gz	illumina
SRR25739586	306268106	fastq.gz	illumina
SRR25740020	334982686	fastq.gz	illumina
SRR25740145	352115659	fastq.gz	illumina
SRR25740398	342871283	fastq.gz	illumina
SRR25741884	349781733	fastq.gz	illumina
SRR25741982	338998874	fastq.gz	illumina
SRR25745629	325642014	fastq.gz	illumina
SRR25745708	351838100	fastq.gz	illumina
SRR25746014	309292589	fastq.gz	illumina
SRR25746037	304961818	fastq.gz	illumina
SRR25747816	328955886	fastq.gz	illumina
SRR25748129	349186421	fastq.gz	illumina
SRR25748453	355283789	fastq.gz	illumina
SRR25748633	346094080	fastq.gz	illumina
SRR25750764	350072420	fastq.gz	illumina
SRR27847756	342408602	fastq.gz	illumina
SRR28395638	354233677	fastq.gz	illumina
SRR28415499	350962550	fastq.gz	illumina
SRR6691953	602826959	fastq.gz	illumina
SRR11773636	2177228604	fastq	illumina
SRR16708361	2171621523	fastq	illumina
SRR22566726	2171735939	fastq	illumina
SRR22566727	2173182923	fastq	illumina
SRR25655883	2173559177	fastq	illumina
SRR25655945	2177353934	fastq	illumina
SRR25728151	2168387061	fastq	illumina
SRR25739586	2167482795	fastq	illumina
SRR25740020	2168984540	fastq	illumina
SRR25740145	2173331820	fastq	illumina
SRR25740398	2177014574	fastq	illumina
SRR25741884	2178427234	fastq	illumina
SRR25741982	2177586980	fastq	illumina
SRR25745629	2174199380	fastq	illumina
SRR25745708	2179567484	fastq	illumina
SRR25746014	2171321508	fastq	illumina
SRR25746037	2169720334	fastq	illumina
SRR25747816	2175311689	fastq	illumina
SRR25748129	2179366217	fastq	illumina
SRR25748453	2178836491	fastq	illumina
SRR25748633	2156640421	fastq	illumina
SRR25750764	2175765397	fastq	illumina
SRR27847756	2169200629	fastq	illumina
SRR28395638	2179109009	fastq	illumina
SRR28415499	2177719036	fastq	illumina
SRR6691953	2166316876	fastq	illumina
ERR2531128	258121910	bam	pacbio
ERR2695071	261221570	bam	pacbio
ERR2854329	260650909	bam	pacbio
ERR3041788	261181455	bam	pacbio
ERR3130273	259661457	bam	pacbio
ERR3313278	260924615	bam	pacbio
ERR3313301	257115489	bam	pacbio
ERR3313380	256304948	bam	pacbio
ERR3313385	253939447	bam	pacbio
SRR11747792	259173194	bam	pacbio
SRR25382982	253120418	bam	pacbio
SRR25384206	259036054	bam	pacbio
SRR25655840	258725443	bam	pacbio
SRR25731320	254774643	bam	pacbio
SRR25740156	256805500	bam	pacbio
SRR25740403	248760729	bam	pacbio
SRR25740404	442499468	bam	pacbio
SRR25748136	254584684	bam	pacbio
SRR25748588	256657321	bam	pacbio
SRR25748598	257905902	bam	pacbio
SRR25748640	260080967	bam	pacbio
SRR25748913	253262497	bam	pacbio
SRR25750557	365872505	bam	pacbio
SRR25750565	729069873	bam	pacbio
SRR25750785	252906334	bam	pacbio
SRR28561998	435331078	bam	pacbio
SRR30032343	399206877	bam	pacbio
SRR30035854	713199423	bam	pacbio
SRR30142028	775436444	bam	pacbio
SRR30223076	379121478	bam	pacbio
SRR30239171	672199688	bam	pacbio
SRR30360954	736254718	bam	pacbio
SRR6691745	735783275	bam	pacbio
SRR6691767	746104929	bam	pacbio
SRR6691771	742682800	bam	pacbio
SRR6691797	750188697	bam	pacbio
SRR6691862	739860573	bam	pacbio
SRR6691923	257747009	bam	pacbio
SRR6691955	740766475	bam	pacbio
SRR6691973	258298220	bam	pacbio
SRR6691977	260406381	bam	pacbio
SRR6691978	259490116	bam	pacbio
ERR2531128	244943016	cram	pacbio
ERR2695071	246519983	cram	pacbio
ERR2854329	246416714	cram	pacbio
ERR3041788	246281006	cram	pacbio
ERR3130273	246203409	cram	pacbio
ERR3313278	247123435	cram	pacbio
ERR3313301	245504618	cram	pacbio
ERR3313380	247083997	cram	pacbio
ERR3313385	245386597	cram	pacbio
SRR11747792	244677799	cram	pacbio
SRR25382982	244136841	cram	pacbio
SRR25384206	246789429	cram	pacbio
SRR25655840	244543203	cram	pacbio
SRR25731320	244927521	cram	pacbio
SRR25740156	246046516	cram	pacbio
SRR25740403	242452405	cram	pacbio
SRR25740404	448795999	cram	pacbio
SRR25748136	244644067	cram	pacbio
SRR25748588	244736069	cram	pacbio
SRR25748598	244342794	cram	pacbio
SRR25748640	245426363	cram	pacbio
SRR25748913	244840149	cram	pacbio
SRR25750557	367910093	cram	pacbio
SRR25750565	681510941	cram	pacbio
SRR25750785	243264720	cram	pacbio
SRR28561998	436603519	cram	pacbio
SRR30032343	354776844	cram	pacbio
SRR30035854	688308366	cram	pacbio
SRR30142028	734667224	cram	pacbio
SRR30223076	384322982	cram	pacbio
SRR30239171	632750086	cram	pacbio
SRR30360954	701949323	cram	pacbio
SRR6691745	669213080	cram	pacbio
SRR6691767	685291047	cram	pacbio
SRR6691771	675737135	cram	pacbio
SRR6691797	682164585	cram	pacbio
SRR6691862	687195233	cram	pacbio
SRR6691923	244575134	cram	pacbio
SRR6691955	676643875	cram	pacbio
SRR6691973	245156034	cram	pacbio
SRR6691977	246544783	cram	pacbio
SRR6691978	245602523	cram	pacbio
ERR2531128	1002179952	fasta	pacbio
ERR2695071	1001471863	fasta	pacbio
ERR2854329	1002523053	fasta	pacbio
ERR3041788	1001775266	fasta	pacbio
ERR3130273	1001785104	fasta	pacbio
ERR3313278	1006387147	fasta	pacbio
ERR3313301	1004522673	fasta	pacbio
ERR3313380	1000534884	fasta	pacbio
ERR3313385	994253789	fasta	pacbio
ERR2531128	283599609	fasta.gz	pacbio
ERR2695071	291513573	fasta.gz	pacbio
ERR2854329	290154260	fasta.gz	pacbio
ERR3041788	290901590	fasta.gz	pacbio
ERR3130273	286226505	fasta.gz	pacbio
ERR3313278	285485822	fasta.gz	pacbio
ERR3313301	274345758	fasta.gz	pacbio
ERR3313380	277810225	fasta.gz	pacbio
ERR3313385	274645471	fasta.gz	pacbio
SRR11747792	288267831	fasta.gz	pacbio
SRR25382982	277546778	fasta.gz	pacbio
SRR25384206	289525397	fasta.gz	pacbio
SRR25655840	285753297	fasta.gz	pacbio
SRR25731320	282341901	fasta.gz	pacbio
SRR25740156	285764815	fasta.gz	pacbio
SRR25740403	276061532	fasta.gz	pacbio
SRR25740404	243684589	fasta.gz	pacbio
SRR25748136	282462181	fasta.gz	pacbio
SRR25748588	279517083	fasta.gz	pacbio
SRR25748598	283926928	fasta.gz	pacbio
SRR25748640	286950864	fasta.gz	pacbio
SRR25748913	280696376	fasta.gz	pacbio
SRR25750557	257834937	fasta.gz	pacbio
SRR25750565	284478463	fasta.gz	pacbio
SRR25750785	278452296	fasta.gz	pacbio
SRR28561998	254818460	fasta.gz	pacbio
SRR30032343	279222120	fasta.gz	pacbio
SRR30035854	268784774	fasta.gz	pacbio
SRR30142028	286979059	fasta.gz	pacbio
SRR30223076	246472326	fasta.gz	pacbio
SRR30239171	279698976	fasta.gz	pacbio
SRR30360954	280001590	fasta.gz	pacbio
SRR6691745	283932331	fasta.gz	pacbio
SRR6691767	281155434	fasta.gz	pacbio
SRR6691771	278400988	fasta.gz	pacbio
SRR6691797	279742996	fasta.gz	pacbio
SRR6691862	282683857	fasta.gz	pacbio
SRR6691923	281008059	fasta.gz	pacbio
SRR6691955	275604076	fasta.gz	pacbio
SRR6691973	283617091	fasta.gz	pacbio
SRR6691977	283436105	fasta.gz	pacbio
SRR6691978	285173428	fasta.gz	pacbio
SRR11747792	999009112	fasta	pacbio
SRR25382982	1004689246	fasta	pacbio
SRR25384206	1006552586	fasta	pacbio
SRR25655840	1002557292	fasta	pacbio
SRR25731320	1006923082	fasta	pacbio
SRR25740156	1001145470	fasta	pacbio
SRR25740403	999672419	fasta	pacbio
SRR25740404	1005407191	fasta	pacbio
SRR25748136	1002068582	fasta	pacbio
SRR25748588	1000985366	fasta	pacbio
SRR25748598	1000669900	fasta	pacbio
SRR25748640	1002334697	fasta	pacbio
SRR25748913	1003896090	fasta	pacbio
SRR25750557	1012670564	fasta	pacbio
SRR25750565	1008462481	fasta	pacbio
SRR25750785	998601408	fasta	pacbio
SRR28561998	999676075	fasta	pacbio
SRR30032343	1005992286	fasta	pacbio
SRR30035854	1008612248	fasta	pacbio
SRR30142028	999329114	fasta	pacbio
SRR30223076	1001076204	fasta	pacbio
SRR30239171	1004682787	fasta	pacbio
SRR30360954	1010686904	fasta	pacbio
SRR6691745	1000987489	fasta	pacbio
SRR6691767	1005300582	fasta	pacbio
SRR6691771	997395087	fasta	pacbio
SRR6691797	1001913145	fasta	pacbio
SRR6691862	996281133	fasta	pacbio
SRR6691923	1000211043	fasta	pacbio
SRR6691955	1005215550	fasta	pacbio
SRR6691973	998972164	fasta	pacbio
SRR6691977	1005427827	fasta	pacbio
SRR6691978	1000042686	fasta	pacbio
ERR2531128	2002766086	fastq	pacbio
ERR2695071	2000973334	fastq	pacbio
ERR2854329	2003665833	fastq	pacbio
ERR3041788	2001671741	fastq	pacbio
ERR3130273	2002177739	fastq	pacbio
ERR3313278	2010000494	fastq	pacbio
ERR3313301	2007446182	fastq	pacbio
ERR3313380	1999399919	fastq	pacbio
ERR3313385	1987006127	fastq	pacbio
SRR11747792	1996329872	fastq	pacbio
SRR25382982	2008523495	fastq	pacbio
SRR25384206	2011793187	fastq	pacbio
SRR25655840	2003083167	fastq	pacbio
SRR25731320	2012212882	fastq	pacbio
SRR25740156	2000301650	fastq	pacbio
SRR25740403	1997982603	fastq	pacbio
SRR25740404	2009669945	fastq	pacbio
SRR25748136	2002653818	fastq	pacbio
SRR25748588	2000373359	fastq	pacbio
SRR25748598	1999354807	fastq	pacbio
SRR25748640	2001904343	fastq	pacbio
SRR25748913	2006676404	fastq	pacbio
SRR25750557	2023720621	fastq	pacbio
SRR25750565	2015712655	fastq	pacbio
SRR25750785	1996155340	fastq	pacbio
SRR28561998	1998187192	fastq	pacbio
SRR30032343	2010643572	fastq	pacbio
SRR30035854	2016254876	fastq	pacbio
SRR30142028	1997792188	fastq	pacbio
SRR30223076	2001006842	fastq	pacbio
SRR30239171	2008302651	fastq	pacbio
SRR30360954	2020397338	fastq	pacbio
SRR6691745	1999271168	fastq	pacbio
SRR6691767	2008819745	fastq	pacbio
SRR6691771	1992398322	fastq	pacbio
SRR6691797	2001937408	fastq	pacbio
SRR6691862	1991255131	fastq	pacbio
SRR6691923	1998939744	fastq	pacbio
SRR6691955	2008146495	fastq	pacbio
SRR6691973	1996471372	fastq	pacbio
SRR6691977	2009116388	fastq	pacbio
SRR6691978	1997895916	fastq	pacbio
SRR25740403	291339649	fastq.gz	pacbio
SRR28561998	463841160	fastq.gz	pacbio
SRR25748913	290613456	fastq.gz	pacbio
SRR30223076	405766756	fastq.gz	pacbio
SRR11747792	299587633	fastq.gz	pacbio
SRR25731320	297594935	fastq.gz	pacbio
SRR25748136	295129781	fastq.gz	pacbio
SRR30360954	769860638	fastq.gz	pacbio
SRR30032343	429450760	fastq.gz	pacbio
SRR25750565	759702050	fastq.gz	pacbio
SRR25750557	395219938	fastq.gz	pacbio
SRR25740404	470300819	fastq.gz	pacbio
SRR30035854	743607309	fastq.gz	pacbio
SRR30239171	703819431	fastq.gz	pacbio
SRR30142028	811811326	fastq.gz	pacbio
SRR25382982	286690417	fastq.gz	pacbio
ERR3313301	287430846	fastq.gz	pacbio
SRR25384206	301290234	fastq.gz	pacbio
SRR6691977	297718472	fastq.gz	pacbio
ERR3130273	298820821	fastq.gz	pacbio
SRR25740156	300302123	fastq.gz	pacbio
ERR3313380	290425724	fastq.gz	pacbio
ERR2531128	297881882	fastq.gz	pacbio
ERR3313278	299681211	fastq.gz	pacbio
ERR3313385	286760344	fastq.gz	pacbio
ERR3041788	304810563	fastq.gz	pacbio
SRR6691978	300087780	fastq.gz	pacbio
SRR25748598	298960003	fastq.gz	pacbio
SRR25750785	288380182	fastq.gz	pacbio
SRR6691862	759737134	fastq.gz	pacbio
SRR6691767	760647269	fastq.gz	pacbio
ERR2695071	305900476	fastq.gz	pacbio
ERR2854329	303400186	fastq.gz	pacbio
SRR6691797	762885875	fastq.gz	pacbio
SRR6691771	755610088	fastq.gz	pacbio
SRR6691973	298403351	fastq.gz	pacbio
SRR6691955	752006052	fastq.gz	pacbio
SRR6691745	751961760	fastq.gz	pacbio
SRR6691923	296044318	fastq.gz	pacbio
SRR25748588	294226960	fastq.gz	pacbio
SRR25748640	301855893	fastq.gz	pacbio
SRR25655840	301610380	fastq.gz	pacbio
SRR16708358	292949541	fastq.gz	pacbio
SRR16708358	254415795	bam	pacbio
SRR16708358	244387430	cram	pacbio
SRR16708358	2006885274	fastq	pacbio
SRR16708358	1003868298	fasta	pacbio
SRR16708358	284170291	fasta.gz	pacbio
